DATE,SITE,EXCAVATION,HOABINHIAN,FLAKE_TYPE,MASS__G_,MAX_LENGTH,BLOCK_LENG,PERC_LENTH,PROX_WIDTH,MED_WIDTH_,DIST_WIDTH,PROX_THICK,MED_THICKN,DISTALNESS,DIST_THICK,DISTALNES2,PLAT_WIDTH,PLAT_THICK,INT_PLAT_A,EXT_PLAT_A,PLAT_SURFA,OVERHANG_R,INITIATION,BULB_OF_PE,ERAILURE_S,TERMINATIO,RAW_MATERI,DORSAL_COR,PLATFORM_C,DORSAL_SCA,PARALLEL_S,DORSAL_TER,ABERRANT_T,ROTATIONS,CORTEX_LOC,PLAT_PREPA,NON_PLAT_C,LONGEST_FA,FS1_LENGTH,FS1_PROX_W,FS1_MED_WI,FS1_DIST_W,FS1_PLAT_A,FS1_TERMIN,FS2_LENGTH,FS2_PROX_W,FS2_MED_WI,FS2_DIST_W,FS2_PLAT_A,FS2_TERMIN,FS3_LENGTH,FS3_PROX_W,FS3_MED__W,FS3_DIST_W,FS3_PLAT_A,FS3_TERMIN,FS4_LENGTH,FS4_PROX_W,FS4_MED_WI,FS4_DIST_W,FS4_PLAT_A,FS4_TERMIN,FS5_LENGTH,FS5_PROX_W,FS5_MED_WI,FS5_DIST_W,FS5_PLAT_A,FS5_TERMIN,SQUARE,HAPP_BAG,ARTEFACT_C,S1_INVAS,S1_ANGLE,S2_INVAS,S2_ANGLE,S3_INVAS,S3_ANGLE,S4_INVAS,S4_ANGLE,S5_INVAS,S5_ANGLE,S6_INVAS,S6_ANGLE,S7_INVAS,S7_ANGLE,S8_INVAS,S9_INVAS,S9_ANGLE,S10_INVAS,S10_ANGLE,S12_INVAS,S12_ANGLE,S14_INVAS,S14_ANGLE,S16_INVAS,S16_ANGLE,S15_INVAS,S15_ANGLE,S13_INVAS,S13_ANGLE,S11_INVAS,S11_ANGLE,S8_ANGLE,S1_DEPTH,S2_DEPTH,S3_DEPTH,S4_DEPTH,S5_DEPTH,S6_DEPTH,S7_DEPTH,S8_DEPTH,S9_DEPTH,S10_DEPTH,S11_DEPTH,S12_DEPTH,S13_DEPTH,S14_DEPTH,S15_DEPTH,S16_DEPTH,RETOUCH1_L,RETOUCH2_L,RETOUCH3_L,TOTAL_PERI,R6_DEPTH_O,R3_RETOUCH,SCARS,TERMINATI2,RECENT_DAM,NON_CONCHO,HAPP_ARTEF,COMMENTS__,S1_T1,S1_T2,S2_T1,S2_T2,S4_T1,S4_T2,S6_T1,S6_T2,S8_T1,S8_T2,S7_T1,S7_T2,S5_T1,S5_T2,S3_T1,S3_T2,S9_T1,S9_T2,S10_T1,S10_T2,S12_T1,S12_T2,S14_T1,S14_T2,S16_T1,S16_T2,S15_T1,S15_T2,S13_T1,S13_T2,S11_T1,S11_T2
20060126,Ban Rai,Surface,,,24.85,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWQ2,25,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060126,Ban Rai,Surface,,Complete,3.00,20.09,19.94,19.37,19.89,27.56,16.12,4.14,4.81,12.84,2.02,,18.61,3.87,100.00,80.00,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0.00,100.00,2.00,1.00,1.00,1.00,0.00,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWQ2,25,Flake,,,,,,,,30.00,,30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060126,Ban Rai,Surface,,,1.56,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWQ4,28,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060126,Ban Rai,Surface,,,2.53,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWQ4,28,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060126,Ban Rai,Surface,,,131.49,,,15.90,64.94,70.38,59.50,56.63,52.51,7.36,44.52,,63.11,55.90,,,,,,,,,Quartzite,,100.00,,1.00,,0.00,0.00,,OHR,80,15.88,27.79,18.26,18.37,16.12,110.00,Feather,14.84,14.01,17.97,15.46,50.00,Feather,12.65,12.16,11.20,6.02,80.00,Feather,15.66,8.87,10.83,6.05,70.00,Feather,16.85,16.18,10.19,4.70,80.00,Feather,SWQ4,28,Core,0.50,80.00,0.50,70.00,0.50,80.00,0.50,60.00,0.50,80.00,,,0.50,80.00,,,,,,,,,,,,,,,,,,,15.54,13.30,16.43,26.13,17.69,,19.49,,,,,,,,,,140.00,,,220.00,,,5.00,5.00,No,Present,50,centripetal,14.66,15.45,13.24,,16.69,16.66,,,,,18.24,18.21,16.96,16.95,15.73,15.71,,,,,,,,,,,,,,,,
20060126,Ban Rai,Surface,,Complete,9.76,30.50,25.27,25.17,23.61,42.97,32.84,7.18,7.86,16.44,2.17,,19.65,8.66,110.00,70.00,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Blk qtzt,0.00,100.00,3.00,1.00,3.00,2.00,0.00,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWQ4,28,Flake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060126,Ban Rai,Surface,,Complete,3.64,23.89,23.87,23.87,21.54,25.57,16.93,4.41,4.40,12.10,2.75,,17.14,5.42,100.00,80.00,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,10.00,100.00,2.00,1.00,2.00,0.00,0.00,11 (dst),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWQ4,28,Flake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060126,Ban Rai,Surface,,,2.52,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWQ4,28,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060126,Ban Rai,3,,Complete,3.29,25.16,25.16,23.65,26.17,24.93,12.82,4.12,4.57,9.96,2.10,,21.85,4.76,100.00,70.00,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0.00,100.00,2.00,1.00,0.00,0.00,0.00,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWQ4,174,Flake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060126,Ban Rai,3,,Complete,2.44,17.86,17.85,14.73,23.79,21.13,12.00,5.00,3.73,5.24,1.59,,24.22,7.14,90.00,70.00,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0.00,100.00,1.00,0.00,0.00,0.00,0.00,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWQ4,174,Flake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060126,Ban Rai,3,,Complete,1.26,17.55,17.52,17.51,15.40,24.49,8.65,3.49,1.77,9.28,1.15,,11.24,3.09,100.00,70.00,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0.00,100.00,1.00,0.00,0.00,0.00,0.00,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWQ4,174,Flake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060126,Ban Rai,3,,,12.10,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWQ4,174,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060126,Ban Rai,3,,Long L,6.50,29.72,29.70,29.70,29.30,23.61,12.76,7.85,4.14,16.81,1.87,,20.07,7.07,70.00,100.00,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,100.00,100.00,0.00,0.00,0.00,0.00,0.00,1 (all),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWQ4,174,Flake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060126,Ban Rai,3,,,2.64,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWQ4,174,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060126,Ban Rai,3,,,2.76,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWQ4,174,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060126,Ban Rai,3,,Complete,3.47,24.24,18.36,18.35,16.28,33.00,14.89,4.72,5.79,13.74,3.02,,9.99,3.43,90.00,90.00,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Blk qtzt,0.00,100.00,3.00,1.00,2.00,0.00,0.00,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWQ4,174,Flake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060126,Ban Rai,3,,,23.80,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWQ2,165,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060126,Ban Rai,3,,,2.32,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWQ2,165,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060126,Ban Rai,3,,,2.59,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWQ2,165,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060126,Ban Rai,3,,Complete,8.19,26.07,17.62,17.61,23.99,40.41,40.58,5.80,9.67,14.74,2.82,,20.30,4.93,130.00,70.00,Cortical,Absent,Bending,Absent,Absent,Feather,Quartzite,40.00,100.00,1.00,0.00,1.00,0.00,0.00,4 (cntdrs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWQ2,165,Flake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060126,Ban Rai,3,,Complete,5.09,34.48,31.30,31.27,17.77,20.38,22.44,6.48,4.43,22.21,3.95,,18.71,5.56,110.00,60.00,Cortical,Present,Herztian,Pronounced,Absent,Feather,Quartzite,0.00,100.00,2.00,1.00,0.00,0.00,0.00,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWQ2,165,Flake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060126,Ban Rai,3,,Complete,18.16,38.22,38.17,38.16,29.32,30.01,20.77,14.25,9.52,9.28,5.82,,27.29,10.67,120.00,40.00,>1 scar,Present,Bending,Absent,Absent,Feather,Quartzite,0.00,0.00,3.00,1.00,1.00,0.00,0.00,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWQ3,174,Flake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060126,Ban Rai,3,,Complete,5.48,26.26,26.25,25.26,14.32,20.14,30.62,4.11,7.02,22.81,5.17,,6.15,2.85,90.00,90.00,Cortical,Present,Herztian,Diffuse,,Feather,Quartzite,0.00,100.00,3.00,1.00,2.00,2.00,1.00,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWQ3,174,Flake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060126,Ban Rai,3,,Long L,1.48,19.35,18.44,18.14,16.81,12.21,7.37,5.64,3.87,7.49,2.14,,10.60,7.71,100.00,60.00,Cortical,Absent,Herztian,Diffuse,,Feather,Quartzite,0.00,100.00,1.00,0.00,0.00,0.00,0.00,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWQ3,174,Flake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060126,Ban Rai,3,,Complete,2.47,28.90,28.88,28.83,15.60,18.12,10.10,4.07,4.44,14.23,2.00,,14.54,3.97,90.00,80.00,Cortical,Absent,Herztian,Diffuse,,Feather,Rd qtzt,0.00,100.00,2.00,1.00,1.00,1.00,0.00,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWQ3,174,Flake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060126,Ban Rai,3,,,5.05,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWQ3,174,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060126,Ban Rai,3,,,4.58,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWQ3,174,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060126,Ban Rai,3,,,9.78,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWQ3,174,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060126,Ban Rai,3,,,4.32,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWQ3,174,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060126,Ban Rai,3,,,1.93,,,,,,,,,,,,,,,,,,,,,,Rd qtzt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWQ3,174,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060126,Ban Rai,3,,,13.49,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWQ3,174,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060126,Ban Rai,3,,,17.93,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWQ3,174,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060126,Ban Rai,3,,,37.08,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWQ3,174,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060126,Ban Rai,3,,,12.05,,,,,,,,,,,,,,,,,,,,,,Rd qtzt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWQ3,174,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060126,Ban Rai,3,,,6.97,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWQ3,174,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060126,Ban Rai,3,,,31.96,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWQ3,174,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060126,Ban Rai,3,,,45.04,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWQ3,174,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
